work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
2021e,EN,FT,Cyber Security Analyst,100000,USD,100000,US,50,US,M
2021e,SE,FT,Application Security Engineer,135000,USD,135000,US,100,US,L
2021e,EN,FT,Application Security Engineer,65000,USD,65000,US,100,US,L
2020,SE,FT,Chief Information Security Officer,35000,USD,35000,AR,100,AR,L
2020,MI,FT,Application Security Engineer,110000,USD,110000,US,50,US,L
2020,SE,FT,Cyber Security Analyst,80000,GBP,102611,GB,50,GB,L
2020,MI,FT,Information Security Officer,122750,USD,122750,US,100,US,M
2020,SE,FT,Information Security Specialist,100000,EUR,120016,DE,100,DE,L
2021e,MI,FT,Information Security Engineer,128000,USD,128000,US,100,US,L
2021e,SE,FT,Detection Engineer,81000,USD,81000,PL,100,PL,L
2021e,MI,FT,Cyber Threat Intelligence Analyst,116000,USD,116000,US,50,US,L
2020,SE,FT,Cyber Security Engineer,140000,USD,140000,US,50,US,L
2020,SE,FT,Security Engineer,149000,USD,149000,US,50,US,L
2020,EN,FT,Cybersecurity Analyst,65000,USD,65000,US,100,US,S
2021e,SE,FT,Information Security Manager,360,TRY,44,TR,50,TR,L
2021e,SE,FT,Ethical Hacker,49000,EUR,58808,NL,50,NL,S
2020,EX,FT,Cyber Security Architect,190000,EUR,228031,FR,100,US,L
2020,SE,FT,Information Security Architect,110000,EUR,132018,DE,50,DE,L
2021e,SE,FT,Cyber Security Specialist,51000,EUR,61208,NL,50,NL,M
2020,SE,FT,Information Security Architect,198000,USD,198000,US,100,US,L
2021e,SE,FT,Cloud Security Architect,205000,USD,205000,US,100,US,L
2021e,EX,FT,Chief Information Security Officer,400000,USD,400000,US,100,US,L
2021e,SE,FT,Penetration Testing Engineer,384000,ILS,117650,IL,50,IL,L
2021e,SE,FT,Cybersecurity Engineer,133900,USD,133900,US,100,US,L
2020,SE,FT,Security Incident Response Engineer,260000,USD,260000,US,100,US,L
2020,EN,FT,Information Security Officer,43000,EUR,51607,FR,50,FR,L
2020,MI,FT,Cybersecurity Engineer,126000,USD,126000,US,50,US,L
2021e,SE,FT,Penetration Tester,133000,USD,133000,US,100,US,L
2021e,EN,FT,Cyber Security Researcher,125000,USD,125000,US,50,US,L
2020,SE,FT,Information Security Architect,85000,GBP,109024,GB,100,GB,M
2020,SE,FT,Cyber Threat Intelligence Analyst,108000,USD,108000,US,100,US,L
2021e,SE,FT,Penetration Tester,120,EUR,144,AT,100,AT,M
2021e,MI,FT,Cyber Security Engineer,85000,USD,85000,US,100,US,L
2021e,SE,FT,Cyber Threat Intelligence Analyst,110000,USD,110000,US,100,US,L
2020,EX,FT,Information Security Manager,169781,USD,169781,US,100,US,L
2020,SE,FT,Software Security Engineer,300000,AUD,229403,AU,100,US,L
2021e,SE,FT,Application Security Engineer,75000,USD,75000,PT,50,PT,M
2021e,EN,FT,Cyber Security Analyst,85000,USD,85000,US,50,IL,M
2020,EN,FT,Penetration Tester,56000,EUR,67209,DE,50,DE,S
2020,SE,FT,Information Security Engineer,145000,USD,145000,US,100,US,L
2020,EN,FT,Cyber Security Engineer,76960,USD,76960,US,50,US,L
2021e,EN,FT,Cyber Security Engineer,88500,USD,88500,US,50,US,L
2021e,SE,FT,Security Engineer,172000,USD,172000,US,100,US,L
2021e,MI,FT,Penetration Tester,110000,USD,110000,US,100,US,L
2021e,MI,FT,Product Security Engineer,140400,USD,140400,US,50,US,L
2020,EN,FT,Cyber Security Specialist,34000,EUR,40805,IT,50,IT,L
2020,SE,FT,Cyber Security Architect,203000,USD,203000,US,50,US,L
2021e,EN,FT,Cyber Security Engineer,75500,AUD,57733,AU,100,AU,M
2021e,SE,FT,Security Engineer,90000,GBP,115437,GB,50,GB,L
2021e,SE,FT,Penetration Tester,180000,NZD,128392,NZ,50,NZ,S
2021e,MI,FT,Security Engineering Manager,140000,USD,140000,US,50,US,L
2021e,EN,FT,Security Analyst,48000,USD,48000,US,100,US,L
2021e,SE,FT,Penetration Tester,190000,USD,190000,US,100,US,M
2020,SE,FT,Incident Response Analyst,135000,USD,135000,US,50,US,L
2020,MI,FT,Application Security Engineer,107000,CAD,85726,CA,100,CA,L
2020,EN,FT,SOC Analyst,5000000,USD,5000000,US,50,US,S
2020,SE,FT,Information Security Manager,252000,USD,252000,US,100,US,M
2021e,MI,FT,Penetration Tester,115000,USD,115000,US,100,US,L
2021e,SE,FT,Penetration Tester,180000,AUD,137642,AU,100,AU,S
2021e,EX,FT,Chief Information Security Officer,289000,USD,289000,US,100,US,L
2021e,SE,FT,Penetration Tester,143000,USD,143000,US,100,US,L
2021e,SE,FT,Information Security Analyst,115000,USD,115000,US,50,US,L
2020,SE,FT,Concierge Security Engineer,115000,EUR,138019,DE,100,DE,S
2021e,SE,FT,Security Engineer,106000,USD,106000,US,100,US,L
2020,SE,FT,IT Security Engineer,105000,USD,105000,US,50,US,L
2020,SE,FT,Cyber Security Engineer,132000,USD,132000,US,100,US,L
2021e,SE,FT,Cloud Security Engineer,82000,USD,82000,US,100,US,L
2021e,EN,FT,Cyber Security Analyst,80100,USD,80100,US,100,US,L
2020,SE,FT,Security Engineer,300000,USD,300000,US,50,US,L
2020,MI,FT,DevSecOps Engineer,58000,EUR,69609,BE,50,BE,M
2021e,SE,FT,Cyber Security Architect,450000,BRL,84241,BR,100,BR,L
2021e,MI,FT,Cyber Security Analyst,51000,EUR,61208,DE,100,DE,M
2021e,MI,FT,Cyber Security Specialist,62000,EUR,74410,DE,100,DE,L
2021e,EN,FT,Security Engineer,1000000,INR,13591,IN,50,IN,M
2021e,SE,FT,Cyber Security Engineer,56000,EUR,67209,FR,50,FR,S
2020,MI,FT,Application Security Engineer,8223,USD,8223,IN,100,US,L
2020,MI,FT,Information Security Manager,120000,EUR,144020,DE,50,DE,L
2021e,SE,FT,IT Security Engineer,70000,EUR,84011,AT,100,AT,S
2020,MI,FT,Security Engineer,90000,USD,90000,CH,50,CH,S
2021e,MI,FT,Penetration Tester,33000,EUR,39605,ES,100,ES,M
2020,SE,CT,Cyber Security Analyst,150000,GBP,192396,GB,100,GB,L
2020,EN,FT,Penetration Tester,53000,NZD,37804,NZ,100,NZ,M
2021e,EX,FT,Penetration Tester,70000,EUR,84011,FR,50,FR,L
2020,SE,FT,Information Security Engineer,29950,EUR,35945,GR,50,GR,L
2020,SE,FT,Penetration Tester,75000,GBP,96198,GB,100,GB,M
2020,EN,FT,SOC Analyst,60000,USD,60000,US,100,US,L
2020,SE,FT,Penetration Tester,198000,PLN,52307,PL,100,PL,L
2020,MI,FT,Ethical Hacker,52000,EUR,62408,FR,100,FR,L
2020,MI,FT,Cyber Security Specialist,26000,EUR,31204,IT,50,IT,M
2021e,EN,FT,IT Security Engineer,16800,EUR,20162,GR,50,GR,M
2020,SE,FT,Cyber Security Specialist,900000,ZAR,54727,ZA,100,ZA,L
2021e,SE,FT,Information Security Specialist,155000,CHF,165174,CH,100,CH,L
2020,EN,FT,Cyber Security Engineer,35000,GBP,44892,GB,100,GB,L
2021e,MI,FT,Security Engineer,70000,EUR,84011,DE,50,DE,L
2020,SE,FT,Penetration Testing Engineer,62000,EUR,74410,ES,100,ES,L
2021e,EX,FT,Chief Information Security Officer,142000,GBP,182135,GB,100,GB,L
2021e,MI,FT,Cyber Security Engineer,80000,EUR,96013,FR,100,FR,L
2021e,SE,FT,Security Engineer,50000,EUR,60008,PT,100,PT,L
2020,SE,FT,Cyber Security Specialist,45000,EUR,54007,ES,100,ES,S
2021e,SE,FT,Cyber Security Specialist,75000,EUR,90012,NL,50,NL,S
2021e,MI,FT,Penetration Tester,1740,EUR,2088,PT,100,PT,M
2020,SE,FT,Principal Cloud Security Engineer,50000,GBP,64132,GB,100,GB,L
2021e,SE,FT,Cyber Security Architect,140000,USD,140000,US,100,US,L
2021e,SE,FT,Cyber Security Analyst,140000,USD,140000,US,100,US,L
2021e,MI,FT,Security Engineer,140000,EUR,168023,NL,50,NL,L
2021e,SE,FT,Cyber Threat Intelligence Analyst,200000,USD,200000,US,100,US,M
2021e,SE,FT,Information Security Manager,50000,EUR,60008,IT,100,IT,L
2021e,MI,FT,Cyber Security Engineer,140000,USD,140000,US,100,US,M
2021e,MI,FT,Penetration Tester,38000,GBP,48740,GB,100,GB,S
2020,MI,FT,Security Analyst,115000,USD,115000,US,100,US,M
2020,SE,FT,Cyber Threat Analyst,140000,USD,140000,US,100,US,L
2021e,EN,FT,Cyber Security Analyst,80000,USD,80000,US,50,US,L
2021e,MI,FT,Cyber Security Analyst,110000,USD,110000,US,100,US,L
2020,EN,FT,Information Security Analyst,60000,USD,60000,US,100,US,L
2021e,SE,FT,Staff Security Engineer,450000,USD,450000,US,100,US,L
2021e,SE,FT,Security Engineering Manager,190000,NZD,135525,NZ,50,NZ,L
2021e,SE,FT,Cyber Security Architect,280000,USD,280000,AU,100,AU,L
2021e,EX,FT,Cyber Security Specialist,120000,SGD,89748,SG,100,SG,S
2021e,SE,FT,Cyber Threat Intelligence Analyst,80000,EUR,96013,DE,100,DE,L
2021e,SE,FT,Penetration Tester,126000,CAD,100949,CA,50,CA,L
2020,SE,FT,Cyber Security Researcher,250000,EUR,300041,DE,100,US,L
2021e,MI,FT,Application Security Engineer,50000,EUR,60008,FR,100,FR,L
2020,SE,FT,Security Engineer,47620,EUR,57151,PT,50,PT,L
2021e,SE,FT,Penetration Tester,113500,CAD,90934,CA,100,CA,M
2021e,EN,FT,Security Engineer,43000,EUR,51607,FR,100,FR,L
2021e,SE,FT,Cyber Security Engineer,132000,USD,132000,US,100,US,L
2021e,MI,FT,Cyber Security Analyst,360000,INR,4892,IN,50,IN,M
2021e,MI,FT,Cyber Security Engineer,35000,EUR,42005,IT,50,IT,L
2020,SE,FT,Information Security Specialist,170000,USD,170000,US,100,US,L
2020,SE,FT,Lead Application Security Engineer,55000,EUR,66009,PT,100,PT,L
2020,MI,FT,Vulnerability Management Engineer,130000,USD,130000,US,50,US,L
2020,SE,FT,Application Security Engineer,108000,USD,108000,US,100,US,L
2021e,MI,FT,Security Engineer,100000,EUR,120016,DE,50,DE,L
2021e,SE,FT,Cyber Security Architect,35000,USD,35000,TR,50,TR,S
2021e,EN,FT,SOC Analyst,76000,CAD,60890,CA,100,CA,M
2021e,MI,FT,Penetration Tester,100000,USD,100000,US,100,US,M
2021e,MI,FT,Application Security Engineer,1000000,INR,13591,IN,50,IN,M
2021e,EN,FT,Cybersecurity Analyst,63000,USD,63000,US,50,US,L
2020,SE,PT,Information Security Manager,45000,EUR,54007,PT,100,NL,M
2020,SE,FT,Software Security Engineer,180000,USD,180000,US,100,US,S
2021e,EN,FT,Incident Response Analyst,77600,USD,77600,US,100,US,L
2021e,EN,FT,Cybersecurity Analyst,23500,GBP,30142,GB,50,GB,L
2021e,EN,FT,Penetration Tester,320000,INR,4349,IN,50,IN,S
2020,SE,FT,Cyber Security Specialist,146000,USD,146000,US,100,US,L
2020,SE,FT,Information Security Officer,159000,USD,159000,US,50,US,L
2020,SE,FT,Security Engineer,170000,USD,170000,US,50,US,L
2021e,SE,FT,Cyber Security Architect,200000,USD,200000,US,100,US,L
2021e,EX,FT,Principal Security Engineer,3800000,INR,51646,IN,100,GB,S
2020,SE,FT,Information Security Engineer,120000,USD,120000,US,100,US,M
2021e,MI,FT,Cyber Security Analyst,106000,USD,106000,US,100,US,L
2021e,EN,FT,Cyber Security Analyst,28500,GBP,36555,GB,50,GB,S
2021e,MI,FT,Information Security Analyst,82700,USD,82700,US,100,US,L
2020,EN,FT,Cyber Security Analyst,23000,EUR,27603,IT,100,IT,L
2021e,SE,FT,Ethical Hacker,150000,USD,150000,US,100,US,L
2020,SE,PT,Cybersecurity Researcher,55000,USD,55000,US,100,US,L
2020,SE,FT,Digital Forensics Analyst,125000,USD,125000,US,100,US,L
2021e,SE,FT,Digital Forensics Analyst,140000,USD,140000,US,50,US,L
2021e,SE,FT,Cyber Security Architect,127000,USD,127000,US,100,US,L
2021e,SE,CT,Cyber Security Architect,72000,USD,72000,US,100,US,M
2020,SE,FT,Cyber Security Specialist,104000,CAD,83323,CA,100,CA,L
2020,MI,FT,Cyber Security Specialist,504000,SEK,54784,SE,50,SE,M
2020,MI,FT,Cyber Security Analyst,350000,ZAR,21283,ZA,50,ZA,L
2021e,EN,FT,Cyber Security Analyst,65000,USD,65000,DE,100,US,L
2021e,SE,FT,Cyber Security Analyst,145000,AUD,110878,AU,100,US,L
2020,MI,FT,Information Security Specialist,80000,USD,80000,US,100,US,L
2021e,MI,FT,Penetration Testing Engineer,150000,USD,150000,US,100,US,L
2021e,MI,FT,Offensive Security Engineer,110,USD,110,US,100,US,L
2021e,MI,FT,Cyber Security Analyst,90000,USD,90000,US,50,US,L
2021e,EN,FT,Ethical Hacker,45000,EUR,54007,DE,50,DE,M
2021e,SE,FT,DevSecOps Engineer,60000,EUR,72010,FR,50,FR,L
2021e,MI,FT,Information Security Engineer,120000,USD,120000,US,100,US,L
2020,SE,FT,Information Security Architect,170000,USD,170000,US,100,US,L
2020,MI,CT,Security Engineer,40000,EUR,48006,NL,50,NL,S
2021e,SE,FT,Cyber Threat Intelligence Analyst,134000,USD,134000,US,100,US,L
2020,MI,FT,IT Security Engineer,130000,USD,130000,US,50,US,L
2021e,SE,FT,Security Engineering Manager,174000,USD,174000,US,50,US,L
2020,SE,FT,Security Engineer,142000,USD,142000,US,100,US,L
2021e,MI,FT,Cloud Security Engineer,130000,USD,130000,CH,50,CH,L
2021e,EN,FT,Cybersecurity Analyst,77000,USD,77000,US,100,US,L
2021e,MI,FT,Security Analyst,20000,USD,20000,IN,100,US,L
2021e,MI,FT,Cyber Threat Analyst,79509,USD,79509,US,50,US,L
2021e,EX,FT,Security Officer 3,148000,USD,148000,US,100,US,M
2021e,EN,FT,Cyber Security Analyst,81000,USD,81000,US,50,US,L
2021e,MI,FT,Information Security Manager,114000,USD,114000,US,50,US,L
2021e,EN,FT,Network Security Engineer,836000,INR,11362,IN,50,IN,L
2021e,MI,FT,Cyber Security Analyst,42900,EUR,51487,SI,100,SI,M
2020,EN,FT,Security Engineer,28250,GBP,36234,GB,100,GB,M
2021e,SE,FT,Data Science Manager,7000000,INR,95137,IN,50,IN,L
2020,EN,CT,Business Data Analyst,100000,USD,100000,US,100,US,L
2020,EN,FT,Data Scientist,105000,USD,105000,US,100,US,S
2021e,MI,FT,Principal Data Scientist,151000,USD,151000,US,100,US,L
2020,SE,FT,Data Scientist,412000,USD,412000,US,100,US,L
2021e,SE,FT,Data Specialist,165000,USD,165000,US,100,US,L
2021e,MI,FT,Data Engineer,24000,EUR,28804,MT,50,MT,L
2021e,MI,FT,Applied Machine Learning Scientist,423000,USD,423000,US,50,US,L
2021e,MI,FT,Data Scientist,160000,SGD,119664,SG,100,IL,M
2020,SE,FT,Machine Learning Engineer,40000,EUR,48006,HR,100,HR,S
2020,MI,FT,Data Engineer,130800,USD,130800,ES,100,US,M
2020,MI,FT,Data Scientist,138350,USD,138350,US,100,US,M
2020,MI,FT,Data Scientist,118000,USD,118000,US,100,US,M
2020,SE,FT,Data Science Manager,190200,USD,190200,US,100,US,M
2021e,MI,FT,Data Engineer,38400,EUR,46086,NL,100,NL,L
2021e,EN,PT,AI Scientist,12000,USD,12000,BR,100,US,S
2021e,MI,FT,Lead Data Analyst,1450000,INR,19707,IN,100,IN,L
2021e,SE,FT,Principal Data Scientist,235000,USD,235000,US,100,US,L
2020,EX,FT,Head of Data Science,1250,JPY,11,JP,100,JP,S
2021e,MI,FT,Data Scientist,115000,USD,115000,US,50,US,L
2020,MI,FT,Data Scientist,55000,EUR,66009,FR,50,LU,S
2021e,EN,FT,AI Scientist,1335000,INR,18144,IN,100,AS,S
2021e,MI,FT,Data Scientist,39600,EUR,47526,ES,100,ES,M
2020,MI,FT,Data Scientist,34000,EUR,40805,ES,100,ES,M
2020,SE,FT,Principal Data Scientist,130000,EUR,156021,DE,100,DE,M
2021e,SE,FT,Principal Data Scientist,147000,EUR,176424,DE,100,DE,M
2021e,EN,FT,Business Data Analyst,50000,EUR,60008,LU,100,LU,L
2021e,MI,FT,Data Scientist,130000,USD,130000,US,50,US,L
2020,SE,FL,Computer Vision Engineer,60000,USD,60000,RU,100,US,S
2021e,SE,FT,Data Science Manager,152000,USD,152000,US,100,FR,L
2021e,MI,FT,Machine Learning Engineer,74000,USD,74000,JP,50,JP,S
2021e,SE,FT,Data Engineer,65000,EUR,78010,RO,50,GB,S
2021e,MI,FL,Machine Learning Scientist,12000,USD,12000,PK,50,PK,M
2021e,SE,FT,Finance Data Analyst,45000,GBP,57718,GB,50,GB,L
2021e,SE,FT,Data Scientist,110000,CAD,88130,CA,100,CA,S
2020,SE,FT,Data Scientist,120000,USD,120000,US,50,US,L
2021e,SE,FT,Data Analytics Manager,140000,USD,140000,US,100,US,L
2020,MI,FT,Data Engineer,110000,USD,110000,US,100,US,L
2020,EN,PT,Data Scientist,19000,EUR,22803,IT,50,IT,S
2020,EN,FT,Data Scientist,55000,EUR,66009,DE,50,DE,S
2021e,SE,FT,Principal Data Engineer,185000,USD,185000,US,100,US,L
2020,MI,FT,Data Scientist,37000,EUR,44406,FR,50,FR,S
2021e,EX,FT,Principal Data Engineer,600000,USD,600000,US,100,US,L
2021e,MI,FT,Data Science Engineer,34000,EUR,40805,GR,100,GR,M
2021e,SE,FT,Research Scientist,50000,USD,50000,FR,100,US,S
2021e,MI,FT,Data Scientist,160000,USD,160000,US,100,US,L
2020,EN,FT,AI Scientist,300000,DKK,48414,DK,50,DK,S
2021e,EN,PT,Lead Data Scientist,18000,JPY,168,AF,100,AO,S
2021e,SE,FT,Machine Learning Engineer,200000,USD,200000,US,100,US,L
2020,EX,FT,Director of Data Science,325000,USD,325000,US,100,US,L
2021e,MI,FT,Machine Learning Engineer,21000,EUR,25203,SI,50,SI,L
2021e,MI,FT,Research Scientist,48000,EUR,57608,FR,50,FR,S
2021e,MI,FT,Data Engineer,48000,GBP,61566,HK,50,GB,S
2020,SE,FT,Data Engineer,42000,EUR,50407,GR,50,GR,L
2020,MI,FT,Product Data Analyst,450000,INR,6115,IN,100,IN,L
2021e,MI,FT,Data Scientist,75000,EUR,90012,DE,50,DE,L
2021e,EN,PT,Computer Vision Engineer,180000,DKK,29048,DK,50,DK,S
2020,MI,FT,Lead Data Engineer,56000,USD,56000,PT,100,US,M
2020,EN,FT,Data Science Consultant,423000,INR,5749,IN,50,IN,M
2021e,MI,FT,Machine Learning Engineer,75000,EUR,90012,BE,100,BE,M
2020,SE,FT,Big Data Engineer,100000,EUR,120016,PL,100,GB,S
2020,EN,FT,Data Engineer,4450000,JPY,41689,JP,100,JP,S
2020,MI,FT,Data Analyst,8000,USD,8000,PK,50,PK,L
2021e,MI,FT,Machine Learning Engineer,180000,PLN,47552,PL,100,PL,L
2021e,MI,FT,Data Scientist,85000,GBP,109024,GB,50,GB,L
2021e,MI,FT,Data Scientist,40900,GBP,52460,GB,50,GB,L
2021e,SE,FT,Machine Learning Scientist,225000,USD,225000,US,100,CA,L
2021e,EX,CT,Principal Data Scientist,416000,USD,416000,US,100,US,S
2020,MI,FT,Data Analyst,85000,USD,85000,US,100,US,L
2021e,MI,FT,Data Scientist,32000,EUR,38405,ES,100,ES,L
2021e,SE,FT,Machine Learning Infrastructure Engineer,195000,USD,195000,US,100,US,M
2021e,MI,FT,Data Scientist,52000,EUR,62408,DE,50,AT,M
2021e,EN,FT,Data Science Consultant,90000,USD,90000,US,100,US,S
2021e,MI,FT,Data Scientist,30400000,CLP,41764,CL,100,CL,L
2021e,EN,FT,Machine Learning Engineer,81000,USD,81000,US,50,US,S
2021e,MI,FT,Data Scientist,420000,INR,5708,IN,100,US,S
2021e,MI,FT,Data Scientist,76760,EUR,92124,DE,50,DE,L
2020,MI,FT,Lead Data Analyst,87000,USD,87000,US,100,US,L
2021e,MI,FT,Data Engineer,4000,USD,4000,IR,100,IR,M
2021e,SE,FT,Data Analytics Engineer,50000,USD,50000,VN,100,GB,M
2021e,EX,FT,Data Science Consultant,59000,EUR,70809,FR,100,ES,S
2020,SE,FT,Lead Data Engineer,125000,USD,125000,NZ,50,NZ,S
2021e,EN,FT,Machine Learning Engineer,21844,USD,21844,CO,50,CO,M
2020,MI,FT,Business Data Analyst,135000,USD,135000,US,100,US,L
2021e,SE,FT,Data Science Manager,174000,USD,174000,US,100,US,L
2021e,SE,FT,Research Scientist,120500,CAD,96542,CA,50,CA,L
2021e,MI,FT,Data Scientist,147000,USD,147000,US,50,US,L
2021e,EN,FT,BI Data Analyst,9272,USD,9272,KE,100,KE,S
2021e,SE,FT,Machine Learning Engineer,1799997,INR,24463,IN,100,IN,L
